0;100
1;101
2;102
3;103
4;104
5;105
6;106
7;107
8;108
9;109
10;110
11;111
12;112
13;113
14;114
15;115
16;116
17;117
18;118
19;119
20;120
21;121
22;122
23;123
24;124
25;125
26;126
27;127
28;128
29;129
30;130
31;131
32;132
33;133
34;134
35;135
36;136
37;137
38;138
39;139
40;140
41;141
42;142
43;143
44;144
45;145
46;146
47;147
48;148
49;149
50;150
51;149
52;148
53;147
54;146
55;145
56;144
57;143
58;142
59;141
60;140
61;139
62;138
63;137
64;136
65;135
66;134
67;133
68;132
69;131
70;130
71;129
72;128
73;127
74;126
75;125
76;124
77;123
78;122
79;121
80;120
81;119
82;118
83;117
84;116
85;115
86;114
87;113
88;112
89;111
90;110
91;109
92;108
93;107
94;106
95;105
96;104
97;103
98;102
99;101
100;100
101;101
102;102
103;103
104;104
105;105
106;106
107;107
108;108
109;109
110;110
111;111
112;112
113;113
114;114
115;115
116;116
117;117
118;118
119;119
120;120
121;121
122;122
123;123
124;124
125;125
126;126
127;127
128;128
129;129
130;130
131;131
132;132
133;133
134;134
135;135
136;136
137;137
138;138
139;139
140;140
141;141
142;142
143;143
144;144
145;145
146;146
147;147
148;148
149;149
150;150
151;149
152;148
153;147
154;146
155;145
156;144
157;143
158;142
159;141
160;140
161;139
162;138
163;137
164;136
165;135
166;134
167;133
168;132
169;131
170;130
171;129
172;128
173;127
174;126
175;125
176;124
177;123
178;122
179;121
180;120
181;119
182;118
183;117
184;116
185;115
186;114
187;113
188;112
189;111
190;110
191;109
192;108
193;107
194;106
195;105
196;104
197;103
198;102
199;101
200;100
0;100
1;101
2;102
3;103
4;104
5;105
6;106
7;107
8;108
9;109
10;110
11;111
12;112
13;113
14;114
15;115
16;116
17;117
18;118
19;119
20;120
21;121
22;122
23;123
24;124
25;125
26;126
27;127
28;128
29;129
30;130
31;131
32;132
33;133
34;134
35;135
36;136
37;137
38;138
39;139
40;140
41;141
42;142
43;143
44;144
45;145
46;146
47;147
48;148
49;149
50;150
51;149
52;148
53;147
54;146
55;145
56;144
57;143
58;142
59;141
60;140
61;139
62;138
63;137
64;136
65;135
66;134
67;133
68;132
69;131
70;130
71;129
72;128
73;127
74;126
75;125
76;124
77;123
78;122
79;121
80;120
81;119
82;118
83;117
84;116
85;115
86;114
87;113
88;112
89;111
90;110
91;109
92;108
93;107
94;106
95;105
96;104
97;103
98;102
99;101
100;100
101;101
102;102
103;103
104;104
105;105
106;106
107;107
108;108
109;109
110;110
111;111
112;112
113;113
114;114
115;115
116;116
117;117
118;118
119;119
120;120
121;121
122;122
123;123
124;124
125;125
126;126
127;127
128;128
129;129
130;130
131;131
132;132
133;133
134;134
135;135
136;136
137;137
138;138
139;139
140;140
141;141
142;142
143;143
144;144
145;145
146;146
147;147
148;148
149;149
150;150
151;149
152;148
153;147
154;146
155;145
156;144
157;143
158;142
159;141
160;140
161;139
162;138
163;137
164;136
165;135
166;134
167;133
168;132
169;131
170;130
171;129
172;128
173;127
174;126
175;125
176;124
177;123
178;122
179;121
180;120
181;119
182;118
183;117
184;116
185;115
186;114
187;113
188;112
189;111
190;110
191;109
192;108
193;107
194;106
195;105
196;104
197;103
198;102
199;101
200;100
